,cases,controls,case_samples,control_samples
0,0.7804730139478472,0.0,IC-2012_UCL_0026_Ovarian_Cancer,FE-0083_ABC00612_BuffyCoat
1,0.0,0.0,IC-2012_UCL_0038_Ovarian_Cancer_benign,FE-0083_ABC_00132_BuffyCoat
2,0.5876865671641791,0.003981420039814201,IC-2012_UCL_0039_Ovarian_Cancer,FE-0083_ABC_00444_BuffyCoat
3,0.03787878787878788,0.0,IC-2016_CU_OC01_Ovarian_Cancer,IC-2012_CU_BC01_BuffyCoat
4,0.2085987261146497,0.0,IC-2016_CU_OC03_Ovarian_Cancer,IC-2012_CU_BC06_BuffyCoat
5,0.11664190193164933,0.0,IC-2016_CU_OC04_Ovarian_Cancer,IC-2012_CU_BC07_BuffyCoat
6,0.07021023403411344,0.0,IC-2016_CU_OC05_Ovarian_Cancer,IC-2012_CU_BC10_BuffyCoat
7,0.18776470588235294,0.0,IC-2016_CU_OC06_Ovarian_Cancer,IC-2012_LMU_0284_BuffyCoat
8,0.5528735632183908,0.0,IC-2016_CU_OC09_Ovarian_Cancer,IC-2012_LMU_0320_BuffyCoat
9,0.28433151845130067,0.0,IC-2016_CU_OC10_Ovarian_Cancer,IC-2012_UCL_0026_BuffyCoat
10,0.12352639671963096,0.0,IC-2016_CU_OC11_Ovarian_Cancer,IC-2012_UCL_0038_BuffyCoat
11,0.0,0.0,IC-2016_CU_OC13_Ovarian_Cancer,IC-2012_UCL_0039_BuffyCoat
12,,0.0,,IC-2016_CU_OC01_BuffyCoat
13,,0.0,,IC-2016_CU_OC02_BuffyCoat
14,,0.0,,IC-2016_CU_OC03_BuffyCoat
15,,0.0,,IC-2016_CU_OC04_BuffyCoat
16,,0.0,,IC-2016_CU_OC05_BuffyCoat
17,,0.0,,IC-2016_CU_OC06_BuffyCoat
18,,0.0,,IC-2016_CU_OC09_BuffyCoat
19,,0.0,,IC-2016_CU_OC10_BuffyCoat
20,,0.0,,IC-2016_CU_OC11_BuffyCoat
21,,0.0,,IC-2016_CU_OC13_BuffyCoat
